transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,,
2-13-2012-1178,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,02/04/2012,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,3000000,2152.78,null,null,1,1,0,,
1-11-2000-47,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,01/02/2000,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,696.77,1125000,1614.59,null,null,1,1,0,,
1-11-2007-3056,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,29/10/2007,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,929.03,5700000,6135.43,null,null,1,1,0,,
2-13-2011-3699,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,06/07/2011,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,696.77,1021349,1465.83,null,null,1,1,0,,
1-11-2001-880,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,28/08/2001,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,705000,505.9,null,null,1,1,0,,
2-13-2004-919,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,27/09/2004,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,2787.09,10000000,3587.97,null,null,1,1,0,,
2-14-2005-94,14,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ¹Ø¯ÙŠÙ„ Ø±Ù‡Ù†,Modify Mortgage,25/04/2005,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,746280,535.52,null,null,1,1,0,,
3-9-2017-1155,9,3,Ù‡Ø¨Ø§Øª,Gifts,Ù‡Ø¨Ù‡,Grant,20/07/2017,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,2177.42,10623632,4879,null,null,5,5,0,,
2-13-1996-72,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,25/03/1996,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,884.81,500000,565.09,null,null,1,1,0,,
1-11-2014-25615,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,24/11/2014,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,696.77,3400000,4879.66,null,null,9,1,0,,
3-9-2019-395,9,3,Ù‡Ø¨Ø§Øª,Gifts,Ù‡Ø¨Ù‡,Grant,12/02/2019,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,244,Ø§Ù„Ù…Ø±Ù‚Ø¨Ø§Øª,Al Murqabat,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,112.2,2666619,23766.66,null,null,1,6,0,,
2-13-2012-4835,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,10/12/2012,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,244,Ø§Ù„Ù…Ø±Ù‚Ø¨Ø§Øª,Al Murqabat,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,475.48,5100000,10726,null,null,1,1,0,,
2-13-2000-510,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,04/07/2000,2,Ù…Ø¨Ù†Ù‰,Building,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,240,Ø¨ÙˆØ± Ø³Ø¹ÙŠØ¯,Port Saeed,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ø¯ÙŠØ±Ø© Ø³ÙŠØªÙŠ Ø³Ù†ØªØ±,Deira City Centre,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,2146.34,17000000,7920.46,null,null,1,1,0,,
1-11-2003-1526,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,13/10/2003,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,249,Ø§Ù„Ù…Ø·ÙŠÙ†Ù‡,Al Muteena,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,180.23,450000,2496.81,null,null,1,1,0,,
1-11-2007-897,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,02/04/2007,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,249,Ø§Ù„Ù…Ø·ÙŠÙ†Ù‡,Al Muteena,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,196.95,3600000,18278.75,null,null,2,1,0,,
3-9-2019-3485,9,3,Ù‡Ø¨Ø§Øª,Gifts,Ù‡Ø¨Ù‡,Grant,23/12/2019,2,Ù…Ø¨Ù†Ù‰,Building,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,249,Ø§Ù„Ù…Ø·ÙŠÙ†Ù‡,Al Muteena,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,3545.18,5712500,1611.34,null,null,1,1,0,,
2-13-1999-57,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,26/01/1999,1,Ø£Ø±Ø¶,Land,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,249,Ø§Ù„Ù…Ø·ÙŠÙ†Ù‡,Al Muteena,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,120.03,456002,3799.07,null,null,1,1,0,,
2-14-2016-1332,14,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ¹Ø¯ÙŠÙ„ Ø±Ù‡Ù†,Modify Mortgage,06/12/2016,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,249,Ø§Ù„Ù…Ø·ÙŠÙ†Ù‡,Al Muteena,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,204.39,1200000,5871.13,null,null,5,1,0,,
1-11-2015-12441,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,06/08/2015,1,Ø£Ø±Ø¶,Land,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,249,Ø§Ù„Ù…Ø·ÙŠÙ†Ù‡,Al Muteena,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,273.6,3150000,11513.16,null,null,1,1,0,,
3-9-2005-300040,9,3,Ù‡Ø¨Ø§Øª,Gifts,Ù‡Ø¨Ù‡,Grant,28/02/2005,2,Ù…Ø¨Ù†Ù‰,Building,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,254,Ø§Ù„Ø¨Ø·ÙŠÙ†,Al Buteen,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ù…ÙŠØ¯Ø§Ù† Ø¨Ù†ÙŠ ÙŠØ§Ø³,Baniyas Square Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,39.04,2730000,69928.28,null,null,1,2,0,,
2-14-2006-390,14,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ¹Ø¯ÙŠÙ„ Ø±Ù‡Ù†,Modify Mortgage,21/11/2006,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ / ØªØ¬Ø§Ø±ÙŠ,Residential / Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,238,Ø§Ù„Ø¶ØºØ§ÙŠÙ‡,Al Dhagaya,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø§Øª Ù…ØªØ±Ùˆ Ù†Ø®Ù„Ø© Ø¯ÙŠØ±Ø©,Palm Deira Metro Stations,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,144.37,1864289,12913.27,null,null,1,1,0,,
1-11-2001-300051,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,11/07/2001,2,Ù…Ø¨Ù†Ù‰,Building,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,254,Ø§Ù„Ø¨Ø·ÙŠÙ†,Al Buteen,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø³,Al Ras Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,61.59,1166666,18942.46,null,null,1,1,0,,
2-13-2006-1318,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,25/09/2006,2,Ù…Ø¨Ù†Ù‰,Building,null,,,ØµÙ†Ø§Ø¹ÙŠ,Industrial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,247,Ø§Ù„Ø®Ø¨ÙŠØµÙ‰,Al Khabeesi,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,2240.82,10000000,4462.65,null,null,2,1,0,,
1-11-2007-1102,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,23/04/2007,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1546.65,2700000,1745.71,null,null,1,1,0,,
1-11-2012-16120,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,10/09/2012,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,209.03,1220000,5836.48,null,null,6,1,0,,
2-13-2003-746,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,23/09/2003,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,500000,358.8,null,null,1,1,0,,
1-11-2012-5180,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,28/03/2012,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,332.87,3000000,9012.53,null,null,1,1,0,,
1-11-2007-1252,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,03/05/2007,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,233,Ù‡ÙˆØ± Ø§Ù„Ø¹Ù†Ø²,Hor Al Anz,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø£Ø¨Ùˆ Ø¨ÙƒØ± Ø§Ù„ØµØ¯ÙŠÙ‚,Abu Baker Al Siddique Metro Station,,,,,0,192.31,1800000,9359.89,null,null,2,1,0,,
