transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,,
1-11-2013-2580,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,28/01/2013,1,Ø£Ø±Ø¶,Land,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1428.38,2921250,2045.15,null,null,10,2,0,,
1-11-2004-1548,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,12/07/2004,1,Ø£Ø±Ø¶,Land,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,800000,574.07,null,null,1,1,0,,
2-13-1999-91,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,08/02/1999,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,250000,179.4,null,null,1,1,0,,
2-13-2003-555,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,28/07/2003,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1374.96,500000,363.65,null,null,1,1,0,,
2-13-1999-174,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,22/02/1999,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,500000,358.8,null,null,1,1,0,,
2-13-1999-868,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,09/06/1999,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,264,Ù†Ø¯ Ø§Ù„Ø­Ù…Ø±,Nad Al Hamar,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1374.96,500000,363.65,null,null,1,1,0,,
2-13-2017-6703,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,08/08/2017,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,378,Ø§Ù„Ù‚Ø±Ù‡ÙˆØ¯,Al Garhoud,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ù…Ø¨Ù†Ù‰ Ø§Ù„Ù…Ø·Ø§Ø± Ø±Ù‚Ù… 1,Airport Terminal 1 Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,5537.02,20280000,3662.62,null,null,1,1,0,,
2-13-2025-26356,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,15/09/2025,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,231,Ø§Ù„Ù…Ù…Ø²Ø±,Al Mamzer,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ù‚ÙŠØ§Ø¯Ø©,Al Qiyadah Metro Station,,,,,0,7454.35,15000000,2012.25,null,null,9,1,0,,
1-11-1998-674,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,01/07/1998,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,231,Ø§Ù„Ù…Ù…Ø²Ø±,Al Mamzer,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ù‚ÙŠØ§Ø¯Ø©,Al Qiyadah Metro Station,,,,,0,1412.13,1520000,1076.39,null,null,1,1,0,,
1-11-2011-14707,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,20/09/2011,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,239,Ø§Ù„Ø¨Ø±Ø§Ø­Ù‡,Al Baraha,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,152.18,3500000,22999.08,null,null,1,1,0,,
1-11-2007-3733,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,10/12/2007,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,239,Ø§Ù„Ø¨Ø±Ø§Ø­Ù‡,Al Baraha,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,243.96,12000000,49188.39,null,null,1,1,0,,
1-11-2008-308,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,23/01/2008,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,239,Ø§Ù„Ø¨Ø±Ø§Ø­Ù‡,Al Baraha,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†,Salah Al Din Metro Station,,,,,0,225.29,11200000,49713.7,null,null,1,1,0,,
2-13-2009-942,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,04/06/2009,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,696.77,2000000,2870.39,null,null,1,1,0,,
1-11-2007-1000,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,11/04/2007,2,Ù…Ø¨Ù†Ù‰,Building,null,,,ØªØ¬Ø§Ø±ÙŠ,Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,242,Ø§Ù„Ø±Ø§Ø³,Al Ras,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø³,Al Ras Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,241.08,3500000,14518,null,null,1,1,0,,
2-14-2005-168,14,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ¹Ø¯ÙŠÙ„ Ø±Ù‡Ù†,Modify Mortgage,18/07/2005,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ / ØªØ¬Ø§Ø±ÙŠ,Residential / Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,242,Ø§Ù„Ø±Ø§Ø³,Al Ras,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø³,Al Ras Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,274.81,7000000,25472.14,null,null,2,1,0,,
1-11-2007-3742,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,10/12/2007,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ / ØªØ¬Ø§Ø±ÙŠ,Residential / Commercial,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,242,Ø§Ù„Ø±Ø§Ø³,Al Ras,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø³,Al Ras Metro Station,Ù…ÙˆÙ„ Ø¯Ø¨ÙŠ,Dubai Mall,,,0,207.92,5000000,24047.71,null,null,10,1,0,,
2-13-2016-3140,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,26/04/2016,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,904.6,5930000,6555.38,null,null,1,1,0,,
1-11-2003-242,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,25/02/2003,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,672.34,521064,775,null,null,1,1,0,,
1-11-2025-21741,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,27/05/2025,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§ØªØµØ§Ù„Ø§Øª,Etisalat Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1520.45,5500000,3617.35,null,null,1,1,0,,
1-11-2001-758,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,16/07/2001,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1368.65,707136,516.67,null,null,1,1,0,,
1-11-1998-1076,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,20/10/1998,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§ØªØµØ§Ù„Ø§Øª,Etisalat Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,672.34,920000,1368.36,null,null,1,1,0,,
1-11-1999-397,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,21/06/1999,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1858.06,3550000,1910.59,null,null,1,1,0,,
1-11-2003-1462,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,06/10/2003,2,Ù…Ø¨Ù†Ù‰,Building,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,1393.55,1500000,1076.39,null,null,1,1,0,,
2-32-2017-29,32,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ¹Ø¯ÙŠÙ„ Ø¥ÙŠØ¬Ø§Ø±Ø© ØªÙ†ØªÙ‡Ù‰ Ø¨Ø§Ù„ØªÙ…Ù„Ùƒ,Lease to Own Modify,10/10/2017,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,924.57,3700000,4001.86,3700000,4001.86,1,1,0,,
1-11-1998-210,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,27/04/1998,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,905.8,355875,392.88,null,null,1,1,0,,
1-11-2005-1713,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,27/07/2005,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,924.57,5400000,5840.55,null,null,1,2,0,,
1-11-2023-22250,11,1,Ù…Ø¨Ø§ÙŠØ¹Ø§Øª,Sales,Ø¨ÙŠØ¹,Sell,14/07/2023,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,71.09,500000,7033.34,null,null,1,1,0,,
2-13-2017-10503,13,2,Ø±Ù‡ÙˆÙ†,Mortgages,ØªØ³Ø¬ÙŠÙ„ Ø±Ù‡Ù†,Mortgage Registration,14/12/2017,4,ÙÙŠÙ„Ø§,Villa,null,,,Ø³ÙƒÙ†ÙŠ,Residential,1,Ø§Ù„Ø¹Ù‚Ø§Ø±Ø§Øª Ø§Ù„Ù‚Ø§Ø¦Ù…Ø©,Existing Properties,232,Ù…Ø±Ø¯Ù,Mirdif,,,null,,,,,Ù…Ø·Ø§Ø± Ø¯Ø¨ÙŠ Ø§Ù„Ø¯ÙˆÙ„ÙŠ,Dubai International Airport,Ù…Ø­Ø·Ø© Ù…ØªØ±Ùˆ Ø§Ù„Ø±Ø§Ø´Ø¯ÙŠØ©,Rashidiya Metro Station,Ø³ÙŠØªÙŠ Ø³Ù†ØªØ± Ù…Ø±Ø¯Ù,City Centre Mirdif,,,0,924.57,533000,576.48,null,null,1,1,0,,
